,ans(1000),ans(100),ans(10),ans(1),+/-
53499,0,6,5,2,0
53500,0,4,5,7,0
53501,0,0,6,0,0
53502,0,6,7,0,1
53503,0,5,2,9,1
53504,0,1,5,5,1
53505,0,3,2,1,0
53506,0,3,5,3,0
53507,0,6,3,6,1
53508,0,5,3,5,1
53509,0,0,6,2,0
53510,0,4,4,8,0
53511,0,5,1,8,1
53512,0,4,7,7,1
53513,0,2,3,4,0
53514,0,0,5,3,1
53515,0,3,1,8,1
53516,0,6,8,2,1
53517,0,8,4,7,1
53518,0,2,8,7,0
53519,0,0,1,3,1
53520,0,0,9,0,1
53521,0,6,8,9,1
53522,0,0,5,7,1
53523,0,3,5,3,0
53524,0,3,4,6,0
53525,0,1,4,6,0
53526,0,4,8,8,1
53527,0,1,3,9,1
53528,0,1,0,1,1
53529,0,0,5,0,0
53530,0,2,8,8,0
53531,0,2,4,0,1
53532,0,1,4,9,0
53533,0,1,9,5,1
53534,0,2,1,6,1
53535,0,8,1,5,0
53536,0,5,9,5,1
53537,0,0,5,8,0
53538,0,0,8,1,1
53539,0,5,9,5,1
53540,0,3,1,7,0
53541,0,1,8,8,0
53542,0,1,9,1,1
53543,0,0,7,9,1
53544,0,7,4,4,0
53545,0,0,1,2,0
53546,0,7,8,5,0
53547,0,5,3,8,1
53548,0,0,8,7,0
53549,0,0,6,8,0
53550,0,3,2,3,1
53551,0,2,4,2,0
53552,0,9,4,7,1
53553,0,1,9,1,0
53554,0,4,0,0,0
53555,0,0,1,7,1
53556,0,6,1,9,1
53557,0,5,8,8,1
53558,0,0,5,0,1
53559,0,0,1,6,0
53560,0,5,6,0,0
53561,0,7,5,7,0
53562,0,6,2,5,0
53563,0,0,7,6,1
53564,0,0,5,6,0
53565,0,1,0,2,1
53566,0,0,4,2,1
53567,0,1,6,5,0
53568,0,0,8,6,1
53569,0,3,9,5,1
53570,0,5,0,0,1
53571,0,5,2,1,0
53572,0,1,7,0,1
53573,0,0,7,2,0
53574,0,0,6,1,1
53575,0,0,7,4,0
53576,0,4,7,8,0
53577,0,2,5,0,0
53578,0,5,0,1,1
53579,0,4,1,0,1
53580,0,2,7,3,1
53581,0,3,1,2,1
53582,0,3,9,0,1
53583,0,3,2,1,1
53584,0,3,7,3,1
53585,0,4,2,8,1
53586,0,0,0,3,1
53587,0,0,2,6,0
53588,0,1,0,4,0
53589,0,0,2,6,1
53590,0,3,0,2,0
53591,0,2,6,7,1
53592,0,2,9,6,0
53593,0,3,5,8,1
53594,0,2,3,5,1
53595,0,0,9,4,1
53596,0,5,7,8,1
53597,0,0,3,2,0
53598,0,4,8,1,0
53599,0,0,5,6,0
53600,0,1,7,0,1
53601,0,6,5,7,1
53602,0,3,5,6,0
53603,0,3,1,4,0
53604,0,2,2,6,1
53605,0,4,0,9,0
53606,0,0,4,7,1
53607,0,5,7,4,0
53608,0,0,2,4,1
53609,0,7,4,3,1
53610,0,3,2,3,0
53611,0,3,9,4,1
53612,0,0,6,5,0
53613,0,1,1,8,0
53614,0,4,3,2,1
53615,0,9,1,9,0
53616,0,0,7,0,1
53617,0,5,2,3,0
53618,0,5,5,2,0
53619,0,2,9,6,0
53620,0,1,1,0,1
53621,0,8,1,7,1
53622,0,3,3,8,0
53623,0,7,7,1,1
53624,0,1,0,9,1
53625,0,5,8,4,1
53626,0,2,0,3,1
53627,0,2,6,2,0
53628,0,0,3,7,1
53629,0,2,6,6,1
53630,0,0,8,6,0
53631,0,2,1,6,0
53632,0,2,3,2,0
53633,0,4,1,3,1
53634,0,1,3,4,0
53635,0,1,8,3,1
53636,0,8,0,1,1
53637,0,1,8,2,1
53638,0,0,9,7,0
53639,0,1,0,2,0
53640,0,0,7,9,0
53641,0,3,3,3,0
53642,0,0,9,2,0
53643,0,6,3,3,1
53644,0,8,4,1,0
53645,0,0,8,9,1
53646,0,2,0,1,1
53647,0,2,6,8,1
53648,0,0,4,0,1
53649,0,2,5,9,1
53650,0,2,7,4,1
53651,0,2,5,4,0
53652,0,1,4,7,1
53653,0,6,7,8,0
53654,0,4,0,1,1
53655,0,2,1,8,0
53656,0,4,7,4,0
53657,0,0,6,4,1
53658,0,1,8,1,0
53659,0,4,2,4,0
53660,0,0,1,7,1
53661,0,3,5,8,1
53662,0,9,1,4,0
53663,0,8,4,3,1
53664,0,7,4,9,0
53665,0,1,7,6,1
53666,0,2,2,8,0
53667,0,1,2,2,1
53668,0,0,6,2,1
53669,0,5,3,9,0
53670,0,0,0,2,1
53671,0,0,1,6,1
53672,0,0,0,1,1
53673,0,0,8,3,0
53674,0,0,6,5,0
53675,0,9,0,0,1
53676,0,3,1,4,0
53677,0,0,5,1,1
53678,0,1,9,7,0
53679,0,2,7,2,0
53680,0,0,6,1,0
53681,0,0,0,2,0
53682,0,5,4,7,1
53683,0,0,3,4,0
53684,0,0,3,8,1
53685,0,6,0,9,0
53686,0,2,6,3,0
53687,0,5,1,3,1
53688,0,0,4,7,0
53689,0,0,7,3,1
53690,0,5,7,1,1
53691,0,7,4,2,1
53692,0,2,3,7,1
53693,0,4,5,2,1
53694,0,1,8,9,1
53695,0,3,2,6,1
53696,0,2,5,8,1
53697,0,0,2,0,0
53698,0,0,6,9,0
53699,0,0,7,6,1
53700,0,4,7,1,0
53701,0,3,7,7,0
53702,0,1,3,2,1
53703,0,3,7,8,1
53704,0,1,9,3,0
53705,0,3,7,0,1
53706,0,1,7,2,1
53707,0,2,1,7,0
53708,0,8,1,4,1
53709,0,2,4,8,1
53710,0,1,0,9,1
53711,0,8,8,5,0
53712,0,8,4,4,1
53713,0,3,4,8,0
53714,0,3,8,3,0
53715,0,1,3,5,1
53716,0,6,5,5,1
53717,0,0,8,6,0
53718,0,0,8,5,1
53719,0,0,9,2,0
53720,0,4,1,1,1
53721,0,3,9,3,1
53722,0,1,7,4,1
53723,0,2,9,5,1
53724,0,3,5,2,0
53725,0,1,9,0,1
53726,0,3,4,8,0
53727,0,4,3,1,0
53728,0,4,7,3,0
53729,0,1,7,4,0
53730,0,5,2,3,0
53731,0,5,9,8,0
53732,0,3,7,5,0
53733,0,1,1,6,1
53734,0,1,2,1,0
53735,0,4,2,0,1
53736,0,4,1,7,1
53737,0,1,6,7,1
53738,0,0,7,1,1
53739,0,0,7,5,1
53740,0,0,8,2,1
53741,0,5,4,8,0
53742,0,7,1,9,0
53743,0,0,6,4,0
53744,0,0,7,4,0
53745,0,0,6,1,0
53746,0,0,6,7,0
53747,0,3,6,9,0
53748,0,6,5,9,0
53749,0,7,2,0,1
53750,0,6,5,7,1
53751,0,2,6,6,1
53752,0,5,7,8,1
53753,0,8,3,2,0
53754,0,0,5,2,0
53755,0,0,3,5,0
53756,0,3,5,5,0
53757,0,5,8,7,1
53758,0,5,2,5,0
53759,0,6,2,7,0
53760,0,0,6,6,1
53761,0,1,0,6,1
53762,0,1,0,1,0
53763,0,7,1,6,0
53764,0,3,3,3,0
53765,0,0,7,9,1
53766,0,4,2,5,0
53767,0,1,1,3,0
53768,0,1,9,6,0
53769,0,8,9,2,0
53770,0,3,0,8,1
53771,0,2,9,7,0
53772,0,0,0,5,1
53773,0,5,5,9,1
53774,0,2,2,7,0
53775,0,6,2,4,1
53776,0,2,3,4,0
53777,0,1,2,3,1
53778,0,1,8,5,1
53779,0,0,0,4,0
53780,0,1,3,6,0
53781,0,1,5,3,1
53782,0,1,1,0,1
53783,0,2,7,7,0
53784,0,0,1,5,0
53785,0,5,3,9,1
53786,0,5,1,8,1
53787,0,2,6,4,1
53788,0,4,5,0,1
53789,0,0,5,6,0
53790,0,4,2,0,1
53791,0,9,0,4,0
53792,0,4,5,9,0
53793,0,2,2,9,1
53794,0,4,6,5,0
53795,0,7,2,3,0
53796,0,1,5,4,0
53797,0,4,0,8,0
53798,0,7,0,5,1
53799,0,6,2,9,0
53800,0,2,2,9,0
53801,0,1,4,3,1
53802,0,5,0,9,0
53803,0,0,5,1,1
53804,0,2,2,3,1
53805,0,1,9,3,0
53806,0,6,5,2,0
53807,0,1,6,0,1
53808,0,0,0,5,1
53809,0,0,5,3,1
53810,0,7,4,9,1
53811,0,0,9,8,0
53812,0,5,9,9,1
53813,0,8,3,3,0
53814,0,2,7,8,0
53815,0,0,5,1,1
53816,0,4,2,5,1
53817,0,3,8,6,0
53818,0,5,7,5,0
53819,0,1,2,9,1
53820,0,4,5,4,0
53821,0,3,3,8,1
53822,0,6,3,2,1
53823,0,4,6,5,0
53824,0,0,4,5,0
53825,0,1,1,9,1
53826,0,6,1,7,1
53827,0,4,2,9,1
53828,0,4,9,0,1
53829,0,0,9,7,1
53830,0,2,7,3,1
53831,0,2,5,0,0
53832,0,0,0,4,0
53833,0,0,4,0,0
53834,0,5,5,1,0
53835,0,5,6,0,0
53836,0,2,8,6,0
53837,0,7,5,5,1
53838,0,4,3,5,1
53839,0,0,3,8,1
53840,0,4,2,6,0
53841,0,3,1,2,0
53842,0,5,5,2,0
53843,0,0,5,6,0
53844,0,1,3,8,0
53845,0,4,3,5,1
53846,0,0,6,1,1
53847,0,4,9,7,0
53848,0,6,9,5,0
53849,0,2,1,5,1
53850,0,4,6,0,1
53851,0,1,7,4,1
53852,0,0,8,8,1
53853,0,5,7,0,0
53854,0,7,3,4,0
53855,0,0,0,8,1
53856,0,8,5,8,0
53857,0,0,7,7,0
53858,0,1,6,8,1
53859,0,8,6,6,0
53860,0,4,4,2,1
53861,0,0,1,4,0
53862,0,4,6,8,1
53863,0,1,9,5,0
53864,0,7,1,2,0
53865,0,3,8,2,0
53866,0,4,2,8,0
53867,0,2,3,2,1
53868,0,5,8,6,1
53869,0,2,2,1,1
53870,0,0,5,4,0
53871,0,6,2,5,1
53872,0,2,7,3,0
53873,0,5,0,9,0
53874,0,9,1,2,1
53875,0,2,4,7,0
53876,0,3,6,2,0
53877,0,3,8,1,1
53878,0,4,5,7,1
53879,0,1,4,6,1
53880,0,2,1,6,0
53881,0,0,4,8,0
53882,0,2,6,9,0
53883,0,1,7,0,0
53884,0,2,2,4,1
53885,0,0,1,7,0
53886,0,1,7,3,0
53887,0,4,2,1,1
53888,0,2,1,0,0
53889,0,8,5,0,0
53890,0,6,5,6,0
53891,0,1,5,8,0
53892,0,0,0,1,0
53893,0,3,1,2,0
53894,0,1,1,8,0
53895,0,0,6,3,0
53896,0,5,4,1,1
53897,0,4,1,1,1
53898,0,4,5,1,0
53899,0,7,0,1,1
53900,0,5,2,9,1
53901,0,0,9,5,1
53902,0,1,1,7,0
53903,0,5,9,5,0
53904,0,2,9,1,1
53905,0,3,9,6,1
53906,0,1,9,6,0
53907,0,8,1,5,1
53908,0,4,3,4,1
53909,0,2,2,2,0
53910,0,3,3,5,1
53911,0,2,4,0,1
53912,0,7,6,9,0
53913,0,4,1,8,1
53914,0,0,4,5,1
53915,0,0,4,1,1
53916,0,4,0,4,1
53917,0,6,1,0,1
53918,0,2,7,8,1
53919,0,7,1,9,1
53920,0,0,2,0,1
53921,0,4,8,2,1
53922,0,7,5,8,1
53923,0,0,9,5,0
53924,0,8,9,6,1
53925,0,1,3,7,0
53926,0,2,4,0,0
53927,0,5,5,6,0
53928,0,9,1,9,0
53929,0,0,6,3,1
53930,0,1,6,2,1
53931,0,6,4,4,0
53932,0,5,9,4,0
53933,0,2,2,5,0
53934,0,7,4,3,1
53935,0,0,9,6,0
53936,0,2,6,7,0
53937,0,1,7,8,0
53938,0,1,0,6,0
53939,0,3,4,7,0
53940,0,2,5,1,0
53941,0,1,4,3,1
53942,0,5,6,8,1
53943,0,4,9,5,1
53944,0,5,7,5,1
53945,0,0,6,2,1
53946,0,4,6,3,1
53947,0,5,0,0,1
53948,0,3,3,9,0
53949,0,2,1,8,1
53950,0,7,6,0,0
53951,0,5,3,0,0
53952,0,0,3,8,0
53953,0,3,8,5,1
53954,0,0,3,3,0
53955,0,1,5,9,1
53956,0,0,4,1,0
53957,0,1,5,8,0
53958,0,2,1,2,0
53959,0,0,8,9,0
53960,0,5,7,1,1
53961,0,0,5,3,1
53962,0,3,3,6,1
53963,0,6,9,8,0
53964,0,0,3,0,1
53965,0,6,0,8,1
53966,0,0,2,0,1
53967,0,2,7,7,0
53968,0,3,8,5,0
53969,0,1,0,5,0
53970,0,3,9,6,1
53971,0,7,7,8,1
53972,0,1,2,4,1
53973,0,1,7,4,0
53974,0,3,6,8,0
53975,0,7,9,5,0
53976,0,1,6,5,0
53977,0,1,8,6,1
53978,0,4,0,9,1
53979,0,5,2,7,1
53980,0,2,6,9,0
53981,0,3,5,5,0
53982,0,5,6,2,1
53983,0,0,5,9,1
53984,0,0,7,7,1
53985,0,9,3,5,0
53986,0,5,7,0,0
53987,0,2,6,9,0
53988,0,4,8,9,0
53989,0,1,7,5,0
53990,0,0,3,4,0
53991,0,4,2,2,1
53992,0,3,0,7,1
53993,0,5,3,2,0
53994,0,4,4,6,0
53995,0,7,8,2,0
53996,0,4,3,5,0
53997,0,4,8,8,0
53998,0,1,4,5,0
53999,0,1,2,8,0
54000,0,3,9,8,1
54001,0,6,9,7,0
54002,0,1,0,7,0
54003,0,2,0,3,0
54004,0,2,0,8,0
54005,0,8,1,1,0
54006,0,4,2,1,0
54007,0,7,6,5,1
54008,0,1,6,6,0
54009,0,4,5,0,0
54010,0,2,6,4,0
54011,0,2,6,5,0
54012,0,0,2,1,0
54013,0,2,8,6,1
54014,0,0,0,7,1
54015,0,0,5,5,1
54016,0,0,9,5,0
54017,0,5,5,3,1
54018,0,7,9,3,0
54019,0,3,2,3,0
54020,0,1,0,7,1
54021,0,0,0,1,0
54022,0,0,9,5,1
54023,0,5,1,5,1
54024,0,2,3,9,0
54025,0,0,7,7,0
54026,0,6,2,8,0
54027,0,3,0,2,1
54028,0,6,9,4,0
54029,0,8,2,1,1
54030,0,8,6,3,0
54031,0,0,2,6,0
54032,0,1,4,0,0
54033,0,3,1,3,0
54034,0,5,3,3,0
54035,0,1,1,1,1
54036,0,2,7,5,1
54037,0,2,2,1,1
54038,0,0,0,6,1
54039,0,1,1,0,1
54040,0,0,4,2,1
54041,0,2,0,1,1
54042,0,2,8,2,0
54043,0,7,5,2,0
54044,0,5,6,4,0
54045,0,5,6,1,0
54046,0,0,4,8,1
54047,0,7,7,2,0
54048,0,4,0,0,0
54049,0,6,1,0,0
54050,0,1,6,1,0
54051,0,1,7,9,1
54052,0,0,6,9,1
54053,0,0,5,4,1
54054,0,1,4,4,0
54055,0,1,3,7,0
54056,0,3,0,2,1
54057,0,4,2,9,0
54058,0,0,8,8,1
54059,0,4,1,5,0
54060,0,2,7,4,1
54061,0,3,6,5,1
54062,0,0,6,1,0
54063,0,2,4,1,1
54064,0,3,1,6,1
54065,0,0,6,1,0
54066,0,8,1,8,1
54067,0,5,8,5,0
54068,0,4,8,4,0
54069,0,4,3,5,0
54070,0,2,0,4,1
54071,0,1,7,5,0
54072,0,1,9,4,1
54073,0,1,7,0,1
54074,0,3,3,7,1
54075,0,3,7,8,0
54076,0,0,1,8,1
54077,0,4,9,5,0
54078,0,1,6,5,0
54079,0,1,5,6,0
54080,0,2,4,5,1
54081,0,4,2,9,1
54082,0,2,4,8,0
54083,0,0,0,4,1
54084,0,2,8,8,0
54085,0,5,0,9,0
54086,0,5,6,0,0
54087,0,1,7,9,0
54088,0,1,5,4,1
54089,0,2,6,3,1
54090,0,2,4,1,0
54091,0,0,8,5,0
54092,0,0,3,4,0
54093,0,1,5,4,1
54094,0,4,6,7,0
54095,0,5,0,3,0
54096,0,0,0,5,1
54097,0,1,2,0,0
54098,0,2,2,7,1
54099,0,5,8,7,1
54100,0,1,3,5,1
54101,0,1,0,2,1
54102,0,1,9,0,1
54103,0,3,8,9,1
54104,0,1,3,2,1
54105,0,2,0,5,1
54106,0,4,5,0,0
54107,0,3,7,5,1
54108,0,6,2,1,1
54109,0,2,5,0,1
54110,0,6,9,6,1
54111,0,0,0,4,1
54112,0,6,0,4,0
54113,0,4,8,6,1
54114,0,5,4,7,0
54115,0,1,6,5,1
54116,0,1,8,5,0
54117,0,4,1,6,1
54118,0,0,9,8,1
54119,0,2,0,0,0
54120,0,6,5,4,0
54121,0,1,1,6,1
54122,0,1,9,7,1
54123,0,3,4,8,0
54124,0,4,8,7,1
54125,0,4,7,4,1
54126,0,1,5,3,1
54127,0,2,6,6,1
54128,0,0,1,6,1
54129,0,6,2,2,0
54130,0,0,6,1,1
54131,0,5,6,0,0
54132,0,0,6,1,0
54133,0,2,0,7,0
54134,0,1,3,6,0
54135,0,1,5,6,1
54136,0,0,1,4,0
54137,0,1,4,8,0
54138,0,4,9,1,0
54139,0,2,4,7,0
54140,0,3,9,1,1
54141,0,0,5,8,1
54142,0,4,1,4,1
54143,0,3,5,9,1
54144,0,3,6,3,1
54145,0,2,6,8,0
54146,0,7,8,4,1
54147,0,1,4,0,0
54148,0,5,1,6,1
54149,0,5,7,8,0
54150,0,1,4,6,1
54151,0,1,1,0,1
54152,0,7,9,2,1
54153,0,5,2,5,1
54154,0,1,8,7,0
54155,0,5,0,5,0
54156,0,1,6,2,1
54157,0,4,3,5,1
54158,0,7,8,6,1
54159,0,1,7,0,1
54160,0,1,5,7,0
54161,0,2,3,1,0
54162,0,4,2,5,1
54163,0,3,5,5,1
54164,0,1,1,9,1
54165,0,2,7,0,1
54166,0,1,2,1,0
54167,0,1,4,7,1
54168,0,0,5,1,1
54169,0,5,0,8,0
54170,0,2,5,3,1
54171,0,1,8,4,1
54172,0,3,5,6,0
54173,0,5,1,0,1
54174,0,6,2,1,0
54175,0,2,3,5,0
54176,0,2,7,8,1
54177,0,7,1,8,1
54178,0,1,2,9,1
54179,0,1,3,0,1
54180,0,4,2,6,1
54181,0,1,6,8,1
54182,0,5,7,4,0
54183,0,2,4,6,1
54184,0,1,1,2,0
54185,0,3,1,1,1
54186,0,1,5,0,1
54187,0,2,5,6,0
54188,0,1,1,4,0
54189,0,6,4,0,0
54190,0,2,5,9,0
54191,0,1,5,7,0
54192,0,1,7,2,0
54193,0,3,1,3,0
54194,0,1,7,6,0
54195,0,0,7,6,0
54196,0,3,7,9,0
54197,0,5,2,8,1
54198,0,6,2,4,0
54199,0,0,1,6,0
54200,0,1,2,8,0
54201,0,1,3,2,1
54202,0,8,9,2,0
54203,0,0,7,8,0
54204,0,5,7,3,1
54205,0,5,9,9,1
54206,0,3,8,3,1
54207,0,2,9,7,0
54208,0,8,3,8,1
54209,0,4,5,9,1
54210,0,0,1,7,1
54211,0,1,5,0,0
54212,0,1,1,9,1
54213,0,1,4,1,0
54214,0,3,0,6,0
54215,0,3,5,4,0
54216,0,0,7,0,1
54217,0,2,0,5,0
54218,0,2,1,2,1
54219,0,5,0,2,0
54220,0,7,2,9,0
54221,0,5,2,2,1
54222,0,7,1,8,1
54223,0,3,3,4,0
54224,0,1,0,4,1
54225,0,4,5,7,1
54226,0,3,2,3,1
54227,0,0,3,3,0
54228,0,6,5,6,0
54229,0,3,0,5,0
54230,0,2,1,5,1
54231,0,0,5,1,0
54232,0,6,9,1,0
54233,0,3,9,5,1
54234,0,4,7,9,1
54235,0,3,8,6,1
54236,0,5,0,4,1
54237,0,2,5,4,0
54238,0,2,4,1,1
54239,0,6,0,4,0
54240,0,1,0,6,1
54241,0,2,5,5,1
54242,0,3,6,8,0
54243,0,4,1,3,1
54244,0,2,2,9,1
54245,0,1,6,1,1
54246,0,0,9,8,0
54247,0,0,6,7,0
54248,0,3,0,4,1
54249,0,0,1,2,1
54250,0,3,7,9,0
54251,0,6,6,1,0
54252,0,3,8,3,0
54253,0,7,3,5,0
54254,0,6,0,7,0
54255,0,1,5,2,1
54256,0,6,2,2,0
54257,0,5,6,6,0
54258,0,3,4,3,0
54259,0,2,6,9,0
54260,0,2,7,5,1
54261,0,3,6,5,1
54262,0,4,8,7,1
54263,0,1,8,1,0
54264,0,6,3,2,0
54265,0,4,6,6,1
54266,0,2,7,3,0
54267,0,0,3,2,1
54268,0,3,9,4,0
54269,0,0,4,4,1
54270,0,2,9,4,0
54271,0,1,9,6,0
54272,0,2,2,0,1
54273,0,3,1,9,0
54274,0,6,3,0,1
54275,0,6,6,2,0
54276,0,5,2,4,1
54277,0,6,8,1,0
54278,0,2,0,6,0
54279,0,3,1,6,0
54280,0,1,7,9,0
54281,0,1,0,7,0
54282,0,7,8,0,1
54283,0,3,9,2,0
54284,0,3,2,8,0
54285,0,0,7,2,0
54286,0,5,5,3,0
54287,0,1,5,8,0
54288,0,3,1,8,1
54289,0,7,1,6,0
54290,0,0,9,9,0
54291,0,1,4,4,1
54292,0,0,2,9,1
54293,0,6,4,4,1
54294,0,5,8,2,0
54295,0,1,3,2,0
54296,0,3,5,4,0
54297,0,2,0,3,1
54298,0,3,5,5,1
54299,0,3,6,4,0
54300,0,3,2,1,0
54301,0,0,4,6,1
54302,0,1,0,8,0
54303,0,2,7,9,0
54304,0,2,9,9,1
54305,0,3,4,6,1
54306,0,2,1,1,0
54307,0,1,9,4,1
54308,0,6,5,5,0
54309,0,1,5,1,1
54310,0,0,2,4,0
54311,0,2,5,0,0
54312,0,0,8,7,0
54313,0,7,3,9,1
54314,0,2,4,6,1
54315,0,3,5,4,1
54316,0,6,0,8,0
54317,0,0,2,5,1
54318,0,1,2,8,1
54319,0,5,6,2,0
54320,0,0,4,4,1
54321,0,6,1,3,0
54322,0,2,4,5,1
54323,0,6,2,7,0
54324,0,1,4,2,1
54325,0,1,7,1,1
54326,0,4,6,6,1
54327,0,5,4,7,1
54328,0,0,8,4,0
54329,0,1,5,4,1
54330,0,1,8,1,0
54331,0,0,6,1,0
54332,0,2,3,4,1
54333,0,0,6,9,0
54334,0,0,3,9,0
54335,0,7,6,7,0
54336,0,3,1,9,0
54337,0,1,2,0,1
54338,0,0,6,9,0
54339,0,0,6,6,1
54340,0,1,1,3,1
54341,0,5,6,0,0
54342,0,0,9,8,1
54343,0,1,3,9,1
54344,0,0,0,1,1
54345,0,2,7,1,1
54346,0,5,3,2,1
54347,0,2,8,8,1
54348,0,9,7,9,0
54349,0,4,8,5,1
54350,0,1,0,5,0
54351,0,2,5,9,1
54352,0,3,7,7,0
54353,0,1,4,4,1
54354,0,2,8,6,0
54355,0,0,0,6,1
54356,0,1,4,9,1
54357,0,3,4,8,0
54358,0,0,3,0,0
54359,0,1,1,2,0
54360,0,7,0,8,0
54361,0,0,1,6,0
54362,0,2,7,7,1
54363,0,6,7,1,0
54364,0,0,0,4,1
54365,0,5,4,7,1
54366,0,3,0,8,0
54367,0,1,7,7,1
54368,0,2,9,2,0
54369,0,3,5,8,0
54370,0,6,5,9,0
54371,0,6,2,2,0
54372,0,2,8,8,1
54373,0,3,7,1,0
54374,0,2,0,7,1
54375,0,4,4,5,0
54376,0,6,0,5,0
54377,0,5,0,4,0
54378,0,6,9,9,0
54379,0,3,2,5,1
54380,0,8,2,2,0
54381,0,5,8,8,1
54382,0,4,2,1,1
54383,0,1,4,8,0
54384,0,0,3,3,1
54385,0,4,0,5,0
54386,0,0,3,0,1
54387,0,5,4,7,1
54388,0,0,1,1,0
54389,0,1,4,3,0
54390,0,3,4,5,0
54391,0,0,1,7,0
54392,0,5,3,6,0
54393,0,3,5,3,0
54394,0,3,9,1,0
54395,0,0,1,6,1
54396,0,1,4,7,1
54397,0,1,5,3,0
54398,0,6,4,5,1
54399,0,0,2,3,0
54400,0,3,1,1,1
54401,0,0,3,0,1
54402,0,5,7,7,1
54403,0,1,2,4,0
54404,0,7,7,7,1
54405,0,4,1,5,0
54406,0,5,0,3,1
54407,0,2,8,1,0
54408,0,4,4,7,1
54409,0,0,9,9,1
54410,0,8,1,1,0
54411,0,0,8,7,1
54412,0,1,4,9,1
54413,0,1,4,5,0
54414,0,3,1,4,0
54415,0,8,8,6,1
54416,0,0,6,0,1
54417,0,6,0,2,1
54418,0,2,4,9,1
54419,0,4,0,5,1
54420,0,1,2,5,1
54421,0,0,4,4,1
54422,0,5,5,9,1
54423,0,2,1,1,0
54424,0,0,9,8,0
54425,0,4,4,5,0
54426,0,2,8,1,0
54427,0,3,8,3,0
54428,0,2,4,1,0
54429,0,3,4,6,1
54430,0,3,3,1,1
54431,0,1,1,8,1
54432,0,0,7,9,0
54433,0,8,5,8,0
54434,0,2,3,3,1
54435,0,0,8,9,0
54436,0,1,4,9,0
54437,0,4,8,7,0
54438,0,3,6,1,0
54439,0,3,0,7,1
54440,0,2,1,6,1
54441,0,3,0,7,1
54442,0,2,5,7,0
54443,0,3,0,8,0
54444,0,2,0,7,0
54445,0,3,2,6,0
54446,0,3,7,7,1
54447,0,0,8,0,1
54448,0,9,4,4,1
54449,0,1,8,0,0
54450,0,3,2,7,1
54451,0,0,1,7,0
54452,0,3,8,8,0
54453,0,1,8,6,1
54454,0,1,9,3,0
54455,0,3,6,3,1
54456,0,0,9,6,0
54457,0,2,0,3,0
54458,0,5,4,1,0
54459,0,1,9,1,0
54460,0,0,4,0,1
54461,0,0,0,5,1
54462,0,3,6,1,1
54463,0,2,2,1,1
54464,0,5,2,9,1
54465,0,0,8,8,0
54466,0,2,6,2,1
54467,0,5,0,4,0
54468,0,0,2,6,1
54469,0,0,2,3,1
54470,0,1,9,5,0
54471,0,4,5,1,0
54472,0,4,7,7,1
54473,0,8,2,2,0
54474,0,7,0,6,0
54475,0,6,5,3,0
54476,0,2,7,4,0
54477,0,1,4,7,1
54478,0,4,3,3,1
54479,0,3,0,6,1
54480,0,2,1,3,0
54481,0,3,3,4,1
54482,0,3,6,8,0
54483,0,2,8,8,1
54484,0,5,8,9,1
54485,0,1,9,3,1
54486,0,2,6,4,1
54487,0,4,1,0,1
54488,0,2,5,1,0
54489,0,6,9,3,1
54490,0,3,3,6,0
54491,0,0,0,3,1
54492,0,5,9,8,0
54493,0,3,7,6,0
54494,0,8,2,2,1
54495,0,3,2,8,0
54496,0,3,8,9,1
54497,0,0,8,4,0
54498,0,5,9,8,1
54499,0,5,6,9,1
54500,0,9,5,8,1
54501,0,2,0,5,0
54502,0,1,9,8,1
54503,0,1,8,8,0
54504,0,2,6,1,0
54505,0,0,2,7,1
54506,0,0,7,7,1
54507,0,1,9,5,1
54508,0,3,7,6,1
54509,0,4,7,7,1
54510,0,0,7,4,0
54511,0,0,9,6,1
54512,0,7,0,8,0
54513,0,1,6,8,1
54514,0,7,7,4,0
54515,0,2,4,8,1
54516,0,2,9,9,1
54517,0,4,4,3,1
54518,0,5,9,8,0
54519,0,0,0,4,0
54520,0,3,8,2,0
54521,0,4,2,7,0
54522,0,1,7,9,1
54523,0,4,3,6,1
54524,0,3,2,6,1
54525,0,2,6,6,0
54526,0,1,4,7,1
54527,0,3,8,6,1
54528,0,0,1,0,1
54529,0,1,4,5,0
54530,0,3,3,3,1
54531,0,0,1,5,0
54532,0,6,7,9,0
54533,0,1,3,7,1
54534,0,0,6,5,0
54535,0,1,8,8,1
54536,0,7,5,5,1
54537,0,0,0,7,0
54538,0,7,2,5,0
54539,0,1,4,3,1
54540,0,0,6,0,0
54541,0,3,4,2,1
54542,0,0,8,9,0
54543,0,2,5,7,1
54544,0,4,9,7,0
54545,0,1,1,3,1
54546,0,3,6,8,0
54547,0,0,3,3,0
54548,0,2,8,3,1
54549,0,3,9,0,0
54550,0,1,2,9,1
54551,0,1,5,2,0
54552,0,1,4,2,0
54553,0,1,2,0,1
54554,0,4,6,2,0
54555,0,0,4,5,1
54556,0,1,2,8,1
54557,0,5,5,2,0
54558,0,1,8,3,1
54559,0,7,6,5,0
54560,0,0,6,8,0
54561,0,1,4,0,1
54562,0,4,6,9,1
54563,0,1,5,0,0
54564,0,0,3,5,1
54565,0,5,0,7,0
54566,0,1,0,4,0
54567,0,1,1,5,0
54568,0,6,2,2,0
54569,0,6,4,6,1
54570,0,5,3,5,0
54571,0,2,7,8,0
54572,0,4,5,6,1
